Text,Lexicon,Emotion,Sentiment,Mood
conduct ppsc exam nt recruited educator serving department year beyond logic injustice,conduct(eu),Neutral,Neutral,Moderate
pre planned occupier divide motherland today imran khan announced pti rally gilgit provisional status province gilgit baltistan design never succeed 5th august 2019 sovereignty whole restored back citizen,khan(ru),Fear,Negative,Bad
please sir,sir(eu),Trust,Positive,Good
please,lex not found,Neutral,Neutral,Moderate
reject anti state agenda believe,reject(eu),Anger,Negative,Bad
27he said prime minister imran khan continuously raising issue world forum love prophet muhammad pbuh something closest heart billion muslim across globe,khan(ru),Fear,Negative,Bad
announcement making province enough prime minister also mentioned time frame roadmap making happen used hear announcement past election,announcement(eu),Anticipation,Positive,Good
imran khan visit gilgit baltistan today 73rd independence day announce status province becomes history celebrate independence twice consecutively support pmik,khan(ru),Fear,Negative,Bad
bilawal pdm itna darte imran khan taange kaapna shuru hojati visit bilawaja bhutto 100 jalse zindabad,khan(ru),Fear,Negative,Bad
honorable,honorable(eu),Trust,Positive,Good
hooliganism quaideazams moseleumattacking institution forming militia sher jawan like mfazal also playing quaid card drag man honourprinciplesintegrity watan dushmani nip evil bud,man(ru),Neutral,Neutral,Moderate
provisional status get ready vitriolic indian medium campaign fake news coming fast indian medium status counter strongly every fake news slap hard fact bang slap heard everytime modi fascist,status(eu),Neutral,Positive,Moderate
kpk halat sindh badtar krdi punjab bigaar sindh banana chahtay han crime rate increase gilgit pti bigarna chahti,badtar(ru),Fear,Negative,Bad
thank imran khan fulfilling demand people gilgit baltistan announced gilgit baltistan granted provisional provincial status unsc resolution,khan(ru),Fear,Negative,Bad
geo khan,khan(ru),Fear,Negative,Bad
commend armed force securing pak internalexternal threatsbjp constantly try destabilize creating sectarian animosity shiassunni targeting clergy thereforei commend intl agency encounter propaganda imran khan,pak(ru),Trust,Positive,Good
people got deserved thanks coas,people(eu),Neutral,Neutral,Moderate
prime minister announces provisional provincial status gilgitbaltistan,prime(eu),Interest,Positive,Good
ic student book studying 2005 today 2020 student university even dont know use computer teached practically kindly change book teaching system,student(eu),Neutral,Neutral,Moderate
imran khan,khan(ru),Fear,Negative,Bad
ayaz sadiq said leg foreign minister trembling becomes traitor imran khan labelled prime minister pakistan time modi great patriotic service country irony,khan(ru),Fear,Negative,Bad
said prime minister imran khan tirelessly working steer country crisis making effort augment economy country defeating challenge emerged backdrop coronavirus pandemic,khan(ru),Fear,Negative,Bad
started trending pakistan imran khan itv fastest 10m star hina imad iiojk gilgit scout jalsa mian 2nd odi khyber pakhtunkhwa sikh chai taliban thank tiger force gbians pakistan zindabad lisa constitution general arsenal istg,khan(ru),Fear,Negative,Bad
reach imran khan bato trha hogai lul hal batao,khan(ru),Fear,Negative,Bad
pakistan prime minister imran khan wednesday wrote letter leader muslim country collective action counter growing trend islamophobia,khan(ru),Fear,Negative,Bad
315 mandate tiger force courtesy info,mandate(eu),Neutral,Neutral,Moderate
pakistan enigmatic prime minister imran khan effortlessly projected eastmeetswest brand podium united nation general assembly friday,khan(ru),Fear,Negative,Bad
1prime minister imran khan sunday denounced called encouragement islamophobia french president emmanuel macron saying european leader chosen deliberately provoke muslim including citizen,khan(ru),Fear,Negative,Bad
nani ajj meray bachoo bachoo pukar poora pakistan nani manwa saka imran khan speach munwa,poora(ru),Joy,Positive,Good
sir please change ptv production need ptv gave ten sport geo super,sir(eu),Trust,Positive,Good
best news day incumbent govt decided grant provisional provincial status gilgit baltistan keeping view resolution united nation security council,council(ru),Anticipation,Positive,Good
prime minister imran khan announced initial speech 2018 party think election rigged identify seat reexamined started hue cry said ijaz shah,khan(ru),Fear,Negative,Bad
appointed sse 2014 nt test really disappointed policy current government regarding regularization ss aeos,test(eu),Neutral,Neutral,Moderate
kuch khuda khoaf 1100 hazar khandanu badduain laty,lex not found,Neutral,Neutral,Moderate
today need impliment article 121 121a pdm wage war soil state enemy narrative,today(eu),Neutral,Neutral,Moderate
stop copying first take idea voluntary youth force stan imran khan,khan(ru),Fear,Negative,Bad
zulm,zulm(ru),Anger,Negative,Bad
india fascist state inspired nazi hitler want get rid jew rssmodi want rid muslim india imran khan prime minister pakistan said interview german magazine der spiegel 30102020 conducted susanne koelbl,khan(ru),Fear,Negative,Bad
imran khan stop french product,khan(ru),Fear,Negative,Bad
dubara iqtadt soachey,lex not found,Neutral,Neutral,Moderate
ban france product,ban(eu),Disgust,Negative,Bad
play chess let fun begin,fun(ru),Anticipation,Positive,Good
pakistan need take action international issue show initiative cant talk must ban french product record narrative time show macron power,action(eu),Neutral,Positive,Moderate
trending peoplementionsusers pakistan 01nov20 164723,trending(eu),Neutral,Neutral,Moderate
beginning address good news financial package government secured saudi arabia said trying many day get rid burden placed debt,beginning(eu),Neutral,Neutral,Moderate
congratulation pakistan new province gilgit baltistan,province(eu),Neutral,Neutral,Moderate
corona case increasing rapidly alarmingly government still deaf dont understand whether imran khan way letting die blame corona poor devision making governance capability,khan(ru),Fear,Negative,Bad
congratulation people gilgit baltistan final announcement new province prime minister imran khan,khan(ru),Fear,Negative,Bad
bypassed meeting imran khan ehsan mani summons misbahulhaq azhar ali,khan(ru),Fear,Negative,Bad
ayiaz sadiq nisar imran khan 3no lahore college aitchion hostle room akhty rehty thy room hostle akhty rehny waly imran khan apny langotiye yar gadar kehta agr bat sach baheei maro mujy maro yar mazak,khan(ru),Fear,Negative,Bad
got amazing package saudi arabia taken burden,package(eu),Neutral,Neutral,Moderate
imran khan seems class always coas bhai,khan(ru),Fear,Negative,Bad
pdm conspiracy state sovereignty waging war soil fall article 121 121a,conspiracy(eu),Fear,Negative,Bad
mnampa allowed campaign 201318 period pti opposition still mnasmpas werent allowed campaign even party chairman imran khan bilawal allowed ecp campaign rule everyone,pti(ru),Neutral,Neutral,Moderate
announcing provisional province status think also consider province 5th majority pakistan urdu speaking muhajir deserve well,province(eu),Neutral,Neutral,Moderate
imran khan mouthpiece general representative pakistani nation,khan(ru),Fear,Negative,Bad
party afraid imran khan charge corruption theft,khan(ru),Fear,Negative,Bad
opposition talking general bajwa general faiz believe rightly selected imran khan,khan(ru),Fear,Negative,Bad
prime minister imran khan gilgit baltistan trekking zikr dil khush inshallah 2021,khan(ru),Fear,Negative,Bad
dont,lex not found,Neutral,Neutral,Moderate
pakistan armed force soul searching moment altaf hussain nawaz sharif zardari fazaul rahman pti people choice may perfect experienced imran khan correct course therefore must allowed finish year god help,pti(ru),Neutral,Neutral,Moderate
nawaz sharif larceny come back pakistan give evidence nab,larceny(eu),Disgust,Negative,Bad
strategy make clear attack state use ifs buts diffuse situation really think govt army medium people stupid,strategy(eu),Neutral,Neutral,Moderate
imran khan zindabad pti zindabad,khan(ru),Fear,Negative,Bad
want pkmkb,lex not found,Neutral,Neutral,Moderate
imran khan follower sabse pehle unfollow karungi,khan(ru),Fear,Negative,Bad
opposition including met bajwa giving province status suggested wait till election appeared bajwa agreed today announcement sending message opposition,opposition(eu),Anger,Negative,Bad
prime minister imran khan announces provisional provincial status gilgitbaltistan,khan(ru),Fear,Negative,Bad
day capture prime minister imran khan announced pilot would released gesture peace india,khan(ru),Fear,Negative,Bad
crisis rich minded man find problem solution poor minded find guilty man always rich minded man,man(ru),Neutral,Neutral,Moderate
imran khan visit gilgit baltistan today 73rd independence day announce status province becomes history celebrate independence twice consecutively,khan(ru),Fear,Negative,Bad
bilawal zardari gilgit make province bilawal zardari baltistan make province imran khan already made province stop false promising bilawal,khan(ru),Fear,Negative,Bad
imran khan announced give province status gilgitbaltistan congratulation gbians,khan(ru),Fear,Negative,Bad
totally unfair keep thousand ss aeos hanging since 2014 hired proper testing system govt regularize asap ssesaeos,totally(eu),Neutral,Neutral,Moderate
imran khan trying bring back fugitive accused court living foreign country,khan(ru),Fear,Negative,Bad
imran khan didnt announce package election near considered pre poll rigging hand mian saanp used announce package worth billion area going election naya pakistan,khan(ru),Fear,Negative,Bad
gov really want stop anti state narrative basic nawaz sharif speech allowed rally absconder pemra shall televise pdm jalsas due frequent anti state speech,stop(eu),Neutral,Neutral,Moderate
time shuru gyi dear customer currently area loadshed kindly note loadshed schedule 11351405 15351805 22050035 02050335,time(eu),Anticipation,Positive,Good
prime minister imran khan announced province pakistan 4th time announced,khan(ru),Fear,Negative,Bad
thanks exposing nation clearly see real ugly face doomed let harm country,nation(eu),Trust,Positive,Good
saying aloud since day get rid three asap carry gross impractical illogical statement photo ops use ever,aloud(eu),Neutral,Neutral,Moderate
